# cjxl v0.12.0, generated 2026-02-18
corpus,image,width,height,distance,effort,size_bytes,ssimulacra2,butteraugli,enc_wall_s,enc_user_s,enc_sys_s
clic2025,28d24b9c,1024,1024,4.0,5,31466,65.90749818,3.8634934425,0.06,0.35,0.11
clic2025,28d24b9c,1024,1024,4.0,6,33916,68.09093288,3.7034893036,0.09,0.27,0.43
clic2025,28d24b9c,1024,1024,4.0,7,34021,68.11178309,3.7034895420,0.13,0.31,0.53
clic2025,28d24b9c,1024,1024,4.0,8,31318,66.13514653,3.9308176041,0.94,1.17,0.62
clic2025,28d24b9c,1024,1024,5.0,5,26384,61.01966574,4.6049947739,0.06,0.17,0.31
clic2025,28d24b9c,1024,1024,5.0,6,27869,63.46552721,4.7062597275,0.08,0.26,0.35
clic2025,28d24b9c,1024,1024,5.0,7,28020,63.56415116,4.7071108818,0.11,0.40,0.37
clic2025,28d24b9c,1024,1024,5.0,8,25694,60.99688661,4.5809931755,0.94,1.09,0.68
clic2025,2a2420f9,1024,1024,0.25,5,486968,93.17942545,0.6387680769,0.07,0.26,0.23
clic2025,2a2420f9,1024,1024,0.25,6,486632,93.18810313,0.6387680769,0.08,0.40,0.23
clic2025,2a2420f9,1024,1024,0.25,7,487515,93.17651853,0.6399366260,0.16,0.44,0.30
clic2025,2a2420f9,1024,1024,0.25,8,536380,93.57663268,0.3788368702,0.99,1.19,0.54
clic2025,2a2420f9,1024,1024,0.5,5,300920,90.76257808,0.9992780089,0.07,0.30,0.20
clic2025,2a2420f9,1024,1024,0.5,6,300777,90.79072254,0.9994430542,0.07,0.24,0.37
clic2025,2a2420f9,1024,1024,0.5,7,301565,90.71910626,0.9997171164,0.16,0.40,0.32
clic2025,2a2420f9,1024,1024,0.5,8,320606,91.32991802,0.6874352694,1.01,1.16,0.56
clic2025,2a2420f9,1024,1024,1.0,5,175383,85.96264721,1.5394687653,0.07,0.16,0.33
clic2025,2a2420f9,1024,1024,1.0,6,175993,85.79567373,1.5905709267,0.10,0.30,0.43
clic2025,2a2420f9,1024,1024,1.0,7,176075,85.79010383,1.5906469822,0.19,0.45,0.38
clic2025,2a2420f9,1024,1024,1.0,8,179694,86.53615940,1.2624819279,1.01,1.04,0.69
clic2025,2a2420f9,1024,1024,1.5,5,125343,79.95408491,2.4715864658,0.06,0.18,0.31
clic2025,2a2420f9,1024,1024,1.5,6,125879,79.71672653,2.4690229893,0.10,0.33,0.39
clic2025,2a2420f9,1024,1024,1.5,7,125944,79.68642141,2.5844004154,0.18,0.44,0.41
clic2025,2a2420f9,1024,1024,1.5,8,127319,81.22681727,1.9316730499,1.03,1.20,0.60
clic2025,2a2420f9,1024,1024,2.0,5,95520,73.50438844,3.0586795807,0.06,0.15,0.35
clic2025,2a2420f9,1024,1024,2.0,6,97275,73.53530051,2.9830608368,0.10,0.33,0.38
clic2025,2a2420f9,1024,1024,2.0,7,97381,73.51074204,2.9834189415,0.18,0.39,0.42
clic2025,2a2420f9,1024,1024,2.0,8,97226,75.10717654,2.5491919518,1.01,1.13,0.62
clic2025,2a2420f9,1024,1024,2.5,5,76078,67.69516463,3.4369888306,0.06,0.23,0.23
clic2025,2a2420f9,1024,1024,2.5,6,78341,68.05736338,3.4279828072,0.10,0.34,0.39
clic2025,2a2420f9,1024,1024,2.5,7,78347,68.06313830,3.4279828072,0.18,0.42,0.38
clic2025,2a2420f9,1024,1024,2.5,8,76796,69.15221262,3.0960109234,1.00,1.17,0.60
clic2025,2a2420f9,1024,1024,3.0,5,63615,62.41312464,4.0048155785,0.06,0.18,0.27
clic2025,2a2420f9,1024,1024,3.0,6,65959,63.10033616,4.2361798286,0.10,0.30,0.39
clic2025,2a2420f9,1024,1024,3.0,7,66040,63.04035401,3.8409683704,0.19,0.37,0.48
clic2025,2a2420f9,1024,1024,3.0,8,64888,64.24613370,3.6128506660,1.01,1.09,0.73
clic2025,2a2420f9,1024,1024,4.0,5,48017,51.18025220,4.6133403778,0.06,0.15,0.33
clic2025,2a2420f9,1024,1024,4.0,6,50815,55.15049827,4.8185448647,0.10,0.38,0.33
clic2025,2a2420f9,1024,1024,4.0,7,50986,55.20266773,4.8183770180,0.20,0.42,0.47
clic2025,2a2420f9,1024,1024,4.0,8,48518,54.66540641,4.2379117012,1.01,1.23,0.61
clic2025,2a2420f9,1024,1024,5.0,5,38966,43.85216447,6.1930937767,0.06,0.20,0.27
clic2025,2a2420f9,1024,1024,5.0,6,40602,48.17426172,5.8684620857,0.09,0.39,0.27
clic2025,2a2420f9,1024,1024,5.0,7,40814,48.18057102,5.8684287071,0.19,0.55,0.27
clic2025,2a2420f9,1024,1024,5.0,8,37883,46.25079344,5.0059819221,0.99,1.13,0.70
clic2025,2c1f8454,1024,1024,0.25,5,393266,93.63904673,0.4869963527,0.07,0.20,0.25
clic2025,2c1f8454,1024,1024,0.25,6,392744,93.67099613,0.4860183001,0.07,0.32,0.28
clic2025,2c1f8454,1024,1024,0.25,7,395172,93.66529203,0.4917591810,0.16,0.45,0.28
clic2025,2c1f8454,1024,1024,0.25,8,415018,93.88841185,0.3575625122,0.99,1.17,0.58
clic2025,2c1f8454,1024,1024,0.5,5,246243,90.95812404,0.8311368823,0.07,0.15,0.33
clic2025,2c1f8454,1024,1024,0.5,6,245672,90.94111458,0.8330931067,0.07,0.34,0.26
clic2025,2c1f8454,1024,1024,0.5,7,246400,90.95745787,0.8334454298,0.15,0.41,0.29
clic2025,2c1f8454,1024,1024,0.5,8,254717,91.37863346,0.8174338341,0.97,1.13,0.58
clic2025,2c1f8454,1024,1024,1.0,5,135634,84.71394368,1.7833549976,0.07,0.17,0.34
clic2025,2c1f8454,1024,1024,1.0,6,136986,84.73035677,1.7893928289,0.10,0.34,0.39
clic2025,2c1f8454,1024,1024,1.0,7,137558,84.76892396,1.7931762934,0.18,0.41,0.39
clic2025,2c1f8454,1024,1024,1.0,8,136903,85.28887639,1.3226886988,0.99,1.09,0.66
clic2025,2c1f8454,1024,1024,1.5,5,94003,79.21490790,2.4054150581,0.06,0.24,0.23
clic2025,2c1f8454,1024,1024,1.5,6,95983,79.52074445,2.5070142746,0.10,0.27,0.46
clic2025,2c1f8454,1024,1024,1.5,7,95927,79.52172443,2.4951200485,0.18,0.46,0.34
clic2025,2c1f8454,1024,1024,1.5,8,94322,79.62646690,1.9480985403,1.00,1.19,0.55
clic2025,2c1f8454,1024,1024,2.0,5,72153,74.35102922,2.8043270111,0.06,0.23,0.23
clic2025,2c1f8454,1024,1024,2.0,6,74504,74.86156853,2.9410853386,0.10,0.28,0.42
clic2025,2c1f8454,1024,1024,2.0,7,74433,74.83911529,2.9498560429,0.18,0.40,0.40
clic2025,2c1f8454,1024,1024,2.0,8,71164,74.32239228,2.6569554806,1.00,1.15,0.58
clic2025,2c1f8454,1024,1024,2.5,5,57885,69.53416690,3.0691788197,0.06,0.25,0.23
clic2025,2c1f8454,1024,1024,2.5,6,60400,70.40012587,3.0403559208,0.09,0.36,0.32
clic2025,2c1f8454,1024,1024,2.5,7,60412,70.42119753,3.0422463417,0.18,0.44,0.32
clic2025,2c1f8454,1024,1024,2.5,8,56808,69.17861658,2.9219980240,1.00,0.99,0.75
clic2025,2c1f8454,1024,1024,3.0,5,48341,65.31967206,3.2183001041,0.06,0.14,0.31
clic2025,2c1f8454,1024,1024,3.0,6,50690,66.28836928,3.2196884155,0.09,0.29,0.41
clic2025,2c1f8454,1024,1024,3.0,7,50815,66.28193851,3.2196886539,0.19,0.53,0.33
clic2025,2c1f8454,1024,1024,3.0,8,47608,64.09147274,3.2730805874,0.99,1.23,0.58
clic2025,2c1f8454,1024,1024,4.0,5,36751,55.13680370,4.3386259079,0.06,0.18,0.30
clic2025,2c1f8454,1024,1024,4.0,6,39493,58.79912089,3.9979970455,0.10,0.32,0.37
clic2025,2c1f8454,1024,1024,4.0,7,39602,58.86707205,3.9967827797,0.19,0.36,0.52
clic2025,2c1f8454,1024,1024,4.0,8,36633,55.93397188,3.9238491058,0.98,1.33,0.49
clic2025,2c1f8454,1024,1024,5.0,5,30289,48.55021732,4.8265695572,0.06,0.20,0.26
clic2025,2c1f8454,1024,1024,5.0,6,32080,51.66236430,4.5908212662,0.09,0.22,0.42
clic2025,2c1f8454,1024,1024,5.0,7,32205,51.65963277,4.5905966759,0.18,0.45,0.39
clic2025,2c1f8454,1024,1024,5.0,8,29493,48.47835982,4.4814405441,0.99,1.12,0.66
clic2025,3140d643,1024,1024,0.25,5,393783,93.00872792,0.5189798474,0.07,0.19,0.31
clic2025,3140d643,1024,1024,0.25,6,392583,93.09437428,0.5186280608,0.08,0.34,0.29
clic2025,3140d643,1024,1024,0.25,7,393024,93.13906184,0.5129419565,0.16,0.43,0.29
clic2025,3140d643,1024,1024,0.25,8,414486,93.20556650,0.3496561944,1.00,1.09,0.61
clic2025,3140d643,1024,1024,0.5,5,241044,91.58353437,0.8385209441,0.06,0.13,0.32
clic2025,3140d643,1024,1024,0.5,6,239951,91.54659694,0.8317557573,0.07,0.33,0.29
clic2025,3140d643,1024,1024,0.5,7,240100,91.49772812,0.8269793987,0.16,0.33,0.41
clic2025,3140d643,1024,1024,0.5,8,240956,91.59063402,0.7612640262,0.97,1.21,0.48
clic2025,3140d643,1024,1024,1.0,5,132114,88.22533879,1.3623486757,0.07,0.16,0.33
clic2025,3140d643,1024,1024,1.0,6,133021,88.30319779,1.3680764437,0.10,0.36,0.39
clic2025,3140d643,1024,1024,1.0,7,132902,88.24925396,1.3612880707,0.18,0.33,0.50
clic2025,3140d643,1024,1024,1.0,8,127565,88.15130506,1.2234963179,1.01,1.16,0.63
clic2025,3140d643,1024,1024,1.5,5,94108,84.69690165,1.7995193005,0.06,0.19,0.28
clic2025,3140d643,1024,1024,1.5,6,95370,84.79772533,1.7980955839,0.10,0.38,0.33
clic2025,3140d643,1024,1024,1.5,7,94825,84.82782194,1.7868518829,0.18,0.40,0.43
clic2025,3140d643,1024,1024,1.5,8,90144,84.37825301,1.8466471434,0.99,1.15,0.60
clic2025,3140d643,1024,1024,2.0,5,73784,81.13162344,2.3779904842,0.06,0.27,0.20
clic2025,3140d643,1024,1024,2.0,6,76107,81.35252966,2.3555536270,0.09,0.36,0.32
clic2025,3140d643,1024,1024,2.0,7,76233,81.34757948,2.3555567265,0.18,0.41,0.41
clic2025,3140d643,1024,1024,2.0,8,70660,80.54182867,2.3403496742,0.97,1.15,0.58
clic2025,3140d643,1024,1024,2.5,5,60103,77.71771637,2.7153220177,0.06,0.19,0.26
clic2025,3140d643,1024,1024,2.5,6,62898,78.08267839,2.6863255501,0.10,0.34,0.32
clic2025,3140d643,1024,1024,2.5,7,62888,78.09847543,2.6863203049,0.18,0.49,0.27
clic2025,3140d643,1024,1024,2.5,8,57992,76.80432180,2.6906976700,1.00,1.15,0.63
clic2025,3140d643,1024,1024,3.0,5,51056,74.18401404,3.4287524223,0.06,0.17,0.32
clic2025,3140d643,1024,1024,3.0,6,53915,74.61922777,3.2835557461,0.09,0.31,0.36
clic2025,3140d643,1024,1024,3.0,7,54017,74.68954210,3.2833006382,0.20,0.39,0.63
clic2025,3140d643,1024,1024,3.0,8,50577,73.19079390,3.1533250809,0.99,1.07,0.85
clic2025,3140d643,1024,1024,4.0,5,39639,66.82643193,4.0006809235,0.06,0.15,0.35
clic2025,3140d643,1024,1024,4.0,6,42863,69.05979852,4.3369688988,0.10,0.32,0.33
clic2025,3140d643,1024,1024,4.0,7,42977,69.05226928,4.4357776642,0.20,0.34,0.69
clic2025,3140d643,1024,1024,4.0,8,39805,66.69568786,4.1450982094,0.99,1.23,0.72
clic2025,3140d643,1024,1024,5.0,5,32703,60.14908639,4.9100117683,0.06,0.27,0.21
clic2025,3140d643,1024,1024,5.0,6,34516,62.56696587,5.0492277145,0.08,0.33,0.32
clic2025,3140d643,1024,1024,5.0,7,34690,62.64582638,5.0492339134,0.19,0.42,0.54
clic2025,3140d643,1024,1024,5.0,8,31436,59.34309353,5.9004750252,0.99,0.99,0.95
clic2025,4a18abf6,1024,1024,0.25,5,731510,92.61819628,0.5599653125,0.08,0.18,0.33
clic2025,4a18abf6,1024,1024,0.25,6,731436,92.59788668,0.5599653125,0.08,0.41,0.26
clic2025,4a18abf6,1024,1024,0.25,7,734080,93.05506788,0.5704287887,0.09,0.46,0.23
clic2025,4a18abf6,1024,1024,0.25,8,775576,93.58781165,0.4236612022,0.94,1.20,0.54
clic2025,4a18abf6,1024,1024,0.5,5,496683,88.39886162,1.0194172859,0.07,0.23,0.24
clic2025,4a18abf6,1024,1024,0.5,6,496622,88.37386376,1.0192205906,0.08,0.47,0.18
clic2025,4a18abf6,1024,1024,0.5,7,497225,88.68280242,1.0195457935,0.08,0.39,0.30
clic2025,4a18abf6,1024,1024,0.5,8,541046,90.05307174,0.7670425773,0.95,1.09,0.67
clic2025,4a18abf6,1024,1024,1.0,5,331080,80.13217632,2.1269636154,0.07,0.30,0.22
clic2025,4a18abf6,1024,1024,1.0,6,329918,79.99404168,2.1197228432,0.10,0.43,0.34
clic2025,4a18abf6,1024,1024,1.0,7,329970,80.07473792,2.0878593922,0.11,0.35,0.43
clic2025,4a18abf6,1024,1024,1.0,8,338005,81.65818950,1.3381292820,0.98,0.99,0.83
clic2025,4a18abf6,1024,1024,1.5,5,232414,70.40767090,3.1685402393,0.07,0.23,0.26
clic2025,4a18abf6,1024,1024,1.5,6,230365,69.88714405,3.2207598686,0.10,0.35,0.39
clic2025,4a18abf6,1024,1024,1.5,7,230852,70.14565990,2.9137394428,0.11,0.28,0.51
clic2025,4a18abf6,1024,1024,1.5,8,239344,73.24053102,2.0864760876,0.96,1.08,0.70
clic2025,4a18abf6,1024,1024,2.0,5,170161,61.49205105,3.7871074677,0.07,0.19,0.32
clic2025,4a18abf6,1024,1024,2.0,6,169483,61.47524038,3.7504756451,0.10,0.38,0.35
clic2025,4a18abf6,1024,1024,2.0,7,169488,61.51295775,3.7510900497,0.11,0.32,0.47
clic2025,4a18abf6,1024,1024,2.0,8,173052,64.42578788,2.7163403034,0.96,1.09,0.69
clic2025,4a18abf6,1024,1024,2.5,5,130900,53.35677941,5.0729265213,0.07,0.17,0.33
clic2025,4a18abf6,1024,1024,2.5,6,131979,54.04321414,5.0256409645,0.10,0.27,0.42
clic2025,4a18abf6,1024,1024,2.5,7,131766,54.13253429,5.0256514549,0.10,0.35,0.36
clic2025,4a18abf6,1024,1024,2.5,8,129824,56.33017050,3.3281221390,0.98,1.13,0.64
clic2025,4a18abf6,1024,1024,3.0,5,105265,48.21334637,5.1324033737,0.06,0.26,0.24
clic2025,4a18abf6,1024,1024,3.0,6,107412,49.10983947,5.0876092911,0.10,0.39,0.30
clic2025,4a18abf6,1024,1024,3.0,7,107540,49.68435640,4.6236639023,0.13,0.52,0.33
clic2025,4a18abf6,1024,1024,3.0,8,104456,50.23838125,3.6707136631,0.98,0.99,0.82
clic2025,4a18abf6,1024,1024,4.0,5,77267,39.43507091,5.6245536804,0.06,0.17,0.30
clic2025,4a18abf6,1024,1024,4.0,6,80832,41.77625918,5.4457879066,0.10,0.27,0.40
clic2025,4a18abf6,1024,1024,4.0,7,80953,42.25037816,5.0805602074,0.13,0.40,0.48
clic2025,4a18abf6,1024,1024,4.0,8,76139,41.04226933,4.9261817932,0.98,1.17,0.66
clic2025,4a18abf6,1024,1024,5.0,5,64181,35.64732061,5.6204843521,0.06,0.26,0.23
clic2025,4a18abf6,1024,1024,5.0,6,65761,37.52249666,5.5220088959,0.09,0.33,0.28
clic2025,4a18abf6,1024,1024,5.0,7,66009,37.96327689,5.1612110138,0.11,0.42,0.32
clic2025,4a18abf6,1024,1024,5.0,8,61072,36.11251504,5.1053042412,0.95,1.21,0.59
clic2025,4ebc0e6c,1024,1024,0.25,5,536454,92.88423368,0.5328555703,0.07,0.16,0.36
clic2025,4ebc0e6c,1024,1024,0.25,6,536414,92.89152282,0.5328555703,0.08,0.40,0.26
clic2025,4ebc0e6c,1024,1024,0.25,7,542258,92.94491854,0.5328578949,0.16,0.41,0.34
clic2025,4ebc0e6c,1024,1024,0.25,8,579261,93.32705248,0.3779571652,0.99,1.16,0.59
clic2025,4ebc0e6c,1024,1024,0.5,5,357328,89.04913479,1.1033695936,0.07,0.26,0.20
clic2025,4ebc0e6c,1024,1024,0.5,6,357412,89.00197872,1.1006026268,0.07,0.30,0.37
clic2025,4ebc0e6c,1024,1024,0.5,7,352352,88.96143467,1.2853729725,0.16,0.37,0.37
clic2025,4ebc0e6c,1024,1024,0.5,8,406874,90.60339368,0.7446840405,1.00,1.18,0.56
clic2025,4ebc0e6c,1024,1024,1.0,5,197330,81.11873017,1.8858491182,0.07,0.17,0.32
clic2025,4ebc0e6c,1024,1024,1.0,6,197886,81.19823168,2.0139899254,0.10,0.31,0.40
clic2025,4ebc0e6c,1024,1024,1.0,7,197797,81.06941756,2.0031840801,0.19,0.39,0.49
clic2025,4ebc0e6c,1024,1024,1.0,8,235765,83.91176934,1.3676743507,1.00,1.17,0.62
clic2025,4ebc0e6c,1024,1024,1.5,5,108528,73.57387234,2.7289443016,0.06,0.17,0.33
clic2025,4ebc0e6c,1024,1024,1.5,6,110620,73.99039110,2.4759936333,0.10,0.38,0.33
clic2025,4ebc0e6c,1024,1024,1.5,7,110581,73.97750868,2.4695172310,0.18,0.37,0.45
clic2025,4ebc0e6c,1024,1024,1.5,8,138193,76.80865182,2.1847133636,0.99,1.10,0.66
clic2025,4ebc0e6c,1024,1024,2.0,5,71099,68.61622429,2.8353455067,0.06,0.21,0.28
clic2025,4ebc0e6c,1024,1024,2.0,6,73180,69.04484138,2.9729216099,0.10,0.27,0.42
clic2025,4ebc0e6c,1024,1024,2.0,7,72966,69.10075198,2.9216642380,0.18,0.30,0.52
clic2025,4ebc0e6c,1024,1024,2.0,8,77317,69.76484881,2.5751352310,0.98,1.15,0.58
clic2025,4ebc0e6c,1024,1024,2.5,5,53209,64.55545298,3.1020202637,0.06,0.23,0.27
clic2025,4ebc0e6c,1024,1024,2.5,6,55291,65.10319878,3.1450738907,0.10,0.32,0.37
clic2025,4ebc0e6c,1024,1024,2.5,7,55202,65.27827751,3.1532349586,0.18,0.42,0.38
clic2025,4ebc0e6c,1024,1024,2.5,8,53281,64.64313486,3.0847320557,0.98,0.98,0.73
clic2025,4ebc0e6c,1024,1024,3.0,5,43114,61.22434367,3.5212397575,0.06,0.14,0.34
clic2025,4ebc0e6c,1024,1024,3.0,6,44852,61.89189395,3.4519722462,0.09,0.40,0.27
clic2025,4ebc0e6c,1024,1024,3.0,7,44847,61.86563337,3.5102319717,0.20,0.38,0.66
clic2025,4ebc0e6c,1024,1024,3.0,8,42148,60.73571508,3.5234827995,1.01,1.03,0.88
clic2025,4ebc0e6c,1024,1024,4.0,5,31190,53.26842697,4.2208318710,0.06,0.21,0.26
clic2025,4ebc0e6c,1024,1024,4.0,6,32835,55.53897551,4.0194258690,0.10,0.26,0.44
clic2025,4ebc0e6c,1024,1024,4.0,7,32903,55.52927421,4.1168894768,0.20,0.46,0.53
clic2025,4ebc0e6c,1024,1024,4.0,8,30712,53.60584207,4.1264057159,1.01,1.14,0.83
clic2025,4ebc0e6c,1024,1024,5.0,5,25488,47.55595803,5.5131173134,0.06,0.20,0.28
clic2025,4ebc0e6c,1024,1024,5.0,6,26566,49.69993279,5.3231415749,0.09,0.25,0.39
clic2025,4ebc0e6c,1024,1024,5.0,7,26593,49.78368366,5.3230438232,0.19,0.34,0.61
clic2025,4ebc0e6c,1024,1024,5.0,8,24698,47.33517019,5.3261413574,0.99,1.44,0.51
clic2025,50d13125,1024,1024,0.25,5,185331,94.21525815,0.4923644662,0.07,0.26,0.26
clic2025,50d13125,1024,1024,0.25,6,183283,94.29079080,0.4923637807,0.07,0.28,0.29
clic2025,50d13125,1024,1024,0.25,7,182777,94.13389447,0.4923303127,0.12,0.31,0.22
clic2025,50d13125,1024,1024,0.25,8,180424,94.27923526,0.4318431020,0.87,0.94,0.46
clic2025,50d13125,1024,1024,0.5,5,128863,91.53556812,0.8099678159,0.06,0.19,0.27
clic2025,50d13125,1024,1024,0.5,6,127567,91.54092252,0.8360964060,0.06,0.20,0.33
clic2025,50d13125,1024,1024,0.5,7,127096,91.67165438,0.8372048140,0.12,0.34,0.17
clic2025,50d13125,1024,1024,0.5,8,125910,91.68324036,0.7453959584,0.88,0.91,0.48
clic2025,50d13125,1024,1024,1.0,5,87918,85.34254696,1.7262692451,0.06,0.14,0.34
clic2025,50d13125,1024,1024,1.0,6,88917,85.43907406,1.7652189732,0.10,0.27,0.43
clic2025,50d13125,1024,1024,1.0,7,88935,85.47150086,1.7637255192,0.15,0.44,0.21
clic2025,50d13125,1024,1024,1.0,8,85114,84.95465713,1.3510960340,0.92,1.06,0.49
clic2025,50d13125,1024,1024,1.5,5,67220,79.24814160,2.2939982414,0.06,0.21,0.26
clic2025,50d13125,1024,1024,1.5,6,68554,79.05569163,2.3243250847,0.10,0.43,0.27
clic2025,50d13125,1024,1024,1.5,7,68619,79.04974187,2.3306112289,0.15,0.41,0.25
clic2025,50d13125,1024,1024,1.5,8,65306,78.94970990,1.9063082933,0.91,1.05,0.48
clic2025,50d13125,1024,1024,2.0,5,53854,73.27426460,2.9203088284,0.07,0.28,0.19
clic2025,50d13125,1024,1024,2.0,6,55113,73.36433406,2.8671479225,0.10,0.29,0.39
clic2025,50d13125,1024,1024,2.0,7,55205,73.51541651,2.8669011593,0.15,0.44,0.22
clic2025,50d13125,1024,1024,2.0,8,52024,73.09577353,2.5825176239,0.90,1.03,0.48
clic2025,50d13125,1024,1024,2.5,5,44337,68.44984939,3.3069524765,0.06,0.19,0.25
clic2025,50d13125,1024,1024,2.5,6,45711,68.84481029,3.2572722435,0.10,0.22,0.50
clic2025,50d13125,1024,1024,2.5,7,45691,68.98171296,3.2218787670,0.15,0.42,0.21
clic2025,50d13125,1024,1024,2.5,8,42644,67.78184591,3.1631700993,0.90,1.02,0.49
clic2025,50d13125,1024,1024,3.0,5,38210,63.82777697,3.6127099991,0.06,0.12,0.35
clic2025,50d13125,1024,1024,3.0,6,39651,64.46826145,3.5228905678,0.09,0.27,0.40
clic2025,50d13125,1024,1024,3.0,7,39925,64.73956433,3.8064851761,0.16,0.50,0.27
clic2025,50d13125,1024,1024,3.0,8,38619,63.55297775,3.7053856850,0.90,1.10,0.56
clic2025,50d13125,1024,1024,4.0,5,29547,51.18434588,5.1772713661,0.06,0.27,0.21
clic2025,50d13125,1024,1024,4.0,6,31185,55.44292382,4.6598811150,0.09,0.30,0.36
clic2025,50d13125,1024,1024,4.0,7,31498,56.70081024,4.3453431129,0.16,0.44,0.36
clic2025,50d13125,1024,1024,4.0,8,29119,55.43718857,4.5486030579,0.91,1.15,0.58
clic2025,50d13125,1024,1024,5.0,5,23895,43.38748005,6.5091433525,0.06,0.16,0.32
clic2025,50d13125,1024,1024,5.0,6,24761,48.51594914,5.9006986618,0.08,0.29,0.33
clic2025,50d13125,1024,1024,5.0,7,25175,50.07262646,5.9271717072,0.16,0.37,0.35
clic2025,50d13125,1024,1024,5.0,8,22695,47.58479096,5.4985923767,0.91,1.18,0.52
clic2025,50fe4c3d,1024,1024,0.25,5,656786,94.14084635,0.4899848402,0.08,0.18,0.34
clic2025,50fe4c3d,1024,1024,0.25,6,656285,94.13112779,0.4899789989,0.09,0.40,0.26
clic2025,50fe4c3d,1024,1024,0.25,7,657026,94.21677101,0.4899789989,0.17,0.43,0.32
clic2025,50fe4c3d,1024,1024,0.25,8,655315,94.19247244,0.4485629499,0.98,1.04,0.70
clic2025,50fe4c3d,1024,1024,0.5,5,464463,91.74702536,0.7825289965,0.07,0.26,0.26
clic2025,50fe4c3d,1024,1024,0.5,6,463961,91.77252873,0.7825366855,0.08,0.35,0.30
clic2025,50fe4c3d,1024,1024,0.5,7,464135,91.76930926,0.7833558321,0.16,0.38,0.34
clic2025,50fe4c3d,1024,1024,0.5,8,458686,91.70887312,0.6905059814,0.97,1.13,0.55
clic2025,50fe4c3d,1024,1024,1.0,5,305234,87.14157672,1.3313251734,0.07,0.19,0.32
clic2025,50fe4c3d,1024,1024,1.0,6,305239,87.17135686,1.4272286892,0.11,0.36,0.39
clic2025,50fe4c3d,1024,1024,1.0,7,305412,87.09107477,1.2775253057,0.19,0.46,0.42
clic2025,50fe4c3d,1024,1024,1.0,8,287872,86.41923855,1.2992887497,0.99,1.24,0.58
clic2025,50fe4c3d,1024,1024,1.5,5,228810,82.94333613,1.9506179094,0.07,0.27,0.24
clic2025,50fe4c3d,1024,1024,1.5,6,229189,82.80022213,1.8253483772,0.10,0.41,0.31
clic2025,50fe4c3d,1024,1024,1.5,7,229122,82.83938906,1.8249148130,0.18,0.42,0.42
clic2025,50fe4c3d,1024,1024,1.5,8,213737,81.80970440,1.8407348394,0.99,1.15,0.67
clic2025,50fe4c3d,1024,1024,2.0,5,181956,78.81930443,2.5362153053,0.07,0.20,0.28
clic2025,50fe4c3d,1024,1024,2.0,6,183583,78.83282885,2.4514973164,0.10,0.30,0.40
clic2025,50fe4c3d,1024,1024,2.0,7,183835,78.76304584,2.5163393021,0.18,0.41,0.43
clic2025,50fe4c3d,1024,1024,2.0,8,170026,77.42251176,2.4664998055,1.01,1.33,0.47
clic2025,50fe4c3d,1024,1024,2.5,5,149331,74.61967442,3.2426795959,0.06,0.14,0.35
clic2025,50fe4c3d,1024,1024,2.5,6,151684,74.83077194,3.3502984047,0.10,0.31,0.41
clic2025,50fe4c3d,1024,1024,2.5,7,151741,74.75636580,3.3503041267,0.17,0.38,0.42
clic2025,50fe4c3d,1024,1024,2.5,8,140234,73.28673376,2.8795161247,1.01,1.27,0.48
clic2025,50fe4c3d,1024,1024,3.0,5,126911,71.34436581,3.5023150444,0.06,0.18,0.27
clic2025,50fe4c3d,1024,1024,3.0,6,130068,71.68251254,3.3302836418,0.10,0.37,0.35
clic2025,50fe4c3d,1024,1024,3.0,7,130382,71.71715291,3.3606393337,0.19,0.41,0.47
clic2025,50fe4c3d,1024,1024,3.0,8,121753,69.80906575,3.3303015232,1.01,1.23,0.57
clic2025,50fe4c3d,1024,1024,4.0,5,97825,63.82128636,4.5361189842,0.06,0.20,0.28
clic2025,50fe4c3d,1024,1024,4.0,6,101590,65.49980405,4.2793974876,0.10,0.34,0.39
clic2025,50fe4c3d,1024,1024,4.0,7,101914,65.47329519,4.2758817673,0.20,0.41,0.45
clic2025,50fe4c3d,1024,1024,4.0,8,94020,63.24969075,4.3976874352,1.01,1.20,0.65
clic2025,50fe4c3d,1024,1024,5.0,5,81220,58.02733831,5.2254986763,0.06,0.16,0.30
clic2025,50fe4c3d,1024,1024,5.0,6,82816,60.49874596,4.7988224030,0.09,0.26,0.37
clic2025,50fe4c3d,1024,1024,5.0,7,83117,60.46872124,4.8084726334,0.19,0.38,0.45
clic2025,50fe4c3d,1024,1024,5.0,8,75768,57.46790458,4.8107485771,0.99,1.04,0.75
clic2025,58104815,1024,1024,0.25,5,631908,93.35902006,0.4812506437,0.07,0.18,0.32
clic2025,58104815,1024,1024,0.25,6,631975,93.36575956,0.4812506437,0.08,0.32,0.34
clic2025,58104815,1024,1024,0.25,7,634019,93.46279121,0.4795075655,0.16,0.47,0.26
clic2025,58104815,1024,1024,0.25,8,651237,93.65950406,0.4010990560,0.99,1.15,0.61
clic2025,58104815,1024,1024,0.5,5,437606,90.60820670,0.8422619104,0.07,0.27,0.24
clic2025,58104815,1024,1024,0.5,6,437695,90.55579057,0.8422621489,0.07,0.26,0.40
clic2025,58104815,1024,1024,0.5,7,438489,90.59415383,0.8422726989,0.15,0.40,0.34
clic2025,58104815,1024,1024,0.5,8,459176,90.96924336,0.7243389487,0.98,1.19,0.51
