# cjxl v0.12.0, generated 2026-02-18
corpus,image,width,height,distance,effort,size_bytes,ssimulacra2,butteraugli,enc_wall_s,enc_user_s,enc_sys_s
clic2025,da52c4f6,1024,1024,2.0,7,224829,78.76131684,2.5327892303,0.11,0.41,0.38
clic2025,da52c4f6,1024,1024,2.0,8,210302,77.48871939,2.4676797390,1.00,1.24,0.61
clic2025,da52c4f6,1024,1024,2.5,5,189105,75.34326155,2.9561636448,0.07,0.24,0.23
clic2025,da52c4f6,1024,1024,2.5,6,189641,75.33884567,2.7845177650,0.11,0.42,0.31
clic2025,da52c4f6,1024,1024,2.5,7,189641,75.33975823,2.7912881374,0.11,0.39,0.37
clic2025,da52c4f6,1024,1024,2.5,8,176300,74.10956694,2.8631272316,1.02,1.20,0.64
clic2025,da52c4f6,1024,1024,3.0,5,164793,72.30828277,3.6145448685,0.07,0.18,0.31
clic2025,da52c4f6,1024,1024,3.0,6,167071,72.79791136,3.5346078873,0.10,0.31,0.42
clic2025,da52c4f6,1024,1024,3.0,7,167237,72.70806040,3.4096424580,0.13,0.40,0.46
clic2025,da52c4f6,1024,1024,3.0,8,155195,71.18937873,3.7020428181,1.03,1.12,0.76
clic2025,da52c4f6,1024,1024,4.0,5,128015,66.16355677,4.5508985519,0.07,0.14,0.32
clic2025,da52c4f6,1024,1024,4.0,6,132197,66.99160092,4.3267574310,0.11,0.34,0.42
clic2025,da52c4f6,1024,1024,4.0,7,132455,66.95143136,4.2812595367,0.14,0.39,0.54
clic2025,da52c4f6,1024,1024,4.0,8,121867,64.76643860,4.3358707428,1.04,1.27,0.67
clic2025,da52c4f6,1024,1024,5.0,5,105640,60.75773104,5.4318609238,0.07,0.15,0.31
clic2025,da52c4f6,1024,1024,5.0,6,106969,62.44550804,5.0482673645,0.09,0.30,0.36
clic2025,da52c4f6,1024,1024,5.0,7,107150,62.52096338,4.8899769783,0.12,0.53,0.29
clic2025,da52c4f6,1024,1024,5.0,8,97372,60.14245913,5.2178606987,1.04,1.04,0.86
clic2025,ddcd24d9,1024,1024,0.25,5,466638,92.84018527,0.4860471785,0.08,0.19,0.30
clic2025,ddcd24d9,1024,1024,0.25,6,466746,92.89946189,0.4859100878,0.08,0.28,0.35
clic2025,ddcd24d9,1024,1024,0.25,7,467949,92.88360656,0.4998331368,0.16,0.56,0.16
clic2025,ddcd24d9,1024,1024,0.25,8,490945,92.94417954,0.4050819576,1.00,1.14,0.58
clic2025,ddcd24d9,1024,1024,0.5,5,292464,90.75914123,0.8634341359,0.07,0.30,0.20
clic2025,ddcd24d9,1024,1024,0.5,6,291759,90.71650786,0.8627503514,0.08,0.37,0.23
clic2025,ddcd24d9,1024,1024,0.5,7,294296,90.83270719,0.8414458632,0.16,0.42,0.30
clic2025,ddcd24d9,1024,1024,0.5,8,306575,91.09000446,0.7341449261,1.01,1.08,0.65
clic2025,ddcd24d9,1024,1024,1.0,5,162282,86.78393816,1.3273414373,0.07,0.15,0.31
clic2025,ddcd24d9,1024,1024,1.0,6,163942,86.95330622,1.3398039341,0.11,0.37,0.38
clic2025,ddcd24d9,1024,1024,1.0,7,164070,86.99229135,1.3387451172,0.19,0.39,0.42
clic2025,ddcd24d9,1024,1024,1.0,8,161675,86.91899473,1.2368985415,1.01,1.16,0.61
clic2025,ddcd24d9,1024,1024,1.5,5,111672,82.77972785,1.8590909243,0.08,0.26,0.14
clic2025,ddcd24d9,1024,1024,1.5,6,113744,82.88808339,1.7372636795,0.11,0.30,0.39
clic2025,ddcd24d9,1024,1024,1.5,7,113897,82.87264800,1.8099521399,0.19,0.41,0.45
clic2025,ddcd24d9,1024,1024,1.5,8,109516,82.47920278,1.8124855757,1.03,1.27,0.49
clic2025,ddcd24d9,1024,1024,2.0,5,86117,78.89231687,2.3687562943,0.07,0.20,0.26
clic2025,ddcd24d9,1024,1024,2.0,6,88677,79.18254085,2.3749551773,0.10,0.39,0.30
clic2025,ddcd24d9,1024,1024,2.0,7,88614,79.17513553,2.3059787750,0.19,0.51,0.29
clic2025,ddcd24d9,1024,1024,2.0,8,83253,78.30562584,2.3696434498,1.03,1.09,0.64
clic2025,ddcd24d9,1024,1024,2.5,5,69942,74.75568159,2.5715262890,0.07,0.21,0.26
clic2025,ddcd24d9,1024,1024,2.5,6,72495,75.29081489,2.6066460609,0.10,0.33,0.36
clic2025,ddcd24d9,1024,1024,2.5,7,72486,75.26962791,2.5605642796,0.19,0.40,0.41
clic2025,ddcd24d9,1024,1024,2.5,8,67570,74.25202812,2.6755263805,1.05,1.12,0.67
clic2025,ddcd24d9,1024,1024,3.0,5,58763,71.37447235,3.1066539288,0.06,0.25,0.19
clic2025,ddcd24d9,1024,1024,3.0,6,61372,71.80180658,3.0100796223,0.10,0.33,0.37
clic2025,ddcd24d9,1024,1024,3.0,7,61573,71.81712658,3.0122766495,0.20,0.46,0.52
clic2025,ddcd24d9,1024,1024,3.0,8,58422,70.43252017,3.0655348301,1.05,1.33,0.62
clic2025,ddcd24d9,1024,1024,4.0,5,45561,63.11348523,3.9170601368,0.06,0.19,0.26
clic2025,ddcd24d9,1024,1024,4.0,6,48491,65.80826114,3.7287261486,0.10,0.29,0.40
clic2025,ddcd24d9,1024,1024,4.0,7,48742,65.84361388,3.6622276306,0.21,0.49,0.55
clic2025,ddcd24d9,1024,1024,4.0,8,44751,63.71516814,4.0313382149,1.07,1.07,0.95
clic2025,ddcd24d9,1024,1024,5.0,5,37354,57.10947155,4.5182919502,0.06,0.21,0.27
clic2025,ddcd24d9,1024,1024,5.0,6,39281,60.22066356,4.7271461487,0.09,0.31,0.34
clic2025,ddcd24d9,1024,1024,5.0,7,39373,59.97590253,4.7271466255,0.20,0.51,0.46
clic2025,ddcd24d9,1024,1024,5.0,8,35544,57.11286703,4.6175117493,1.02,1.18,0.82
clic2025,e0d8e29c,1024,1024,0.25,5,358532,93.56198393,0.5079259872,0.07,0.21,0.25
clic2025,e0d8e29c,1024,1024,0.25,6,358513,93.58985873,0.5076563954,0.07,0.40,0.17
clic2025,e0d8e29c,1024,1024,0.25,7,363066,93.61619986,0.5063749552,0.16,0.56,0.18
clic2025,e0d8e29c,1024,1024,0.25,8,369712,93.73237413,0.3685188591,1.03,1.22,0.53
clic2025,e0d8e29c,1024,1024,0.5,5,220641,90.87116646,0.8157708645,0.07,0.33,0.16
clic2025,e0d8e29c,1024,1024,0.5,6,219917,90.78423783,0.8157764077,0.07,0.34,0.23
clic2025,e0d8e29c,1024,1024,0.5,7,221748,90.87672501,0.8157584667,0.16,0.38,0.29
clic2025,e0d8e29c,1024,1024,0.5,8,223593,91.14225466,0.6830576062,1.04,1.20,0.53
clic2025,e0d8e29c,1024,1024,1.0,5,123556,84.37374322,1.8351812363,0.07,0.27,0.23
clic2025,e0d8e29c,1024,1024,1.0,6,125049,84.36498420,1.8124142885,0.10,0.30,0.41
clic2025,e0d8e29c,1024,1024,1.0,7,124779,84.31387806,1.3759866953,0.18,0.43,0.36
clic2025,e0d8e29c,1024,1024,1.0,8,121511,84.32860237,1.3661310673,1.06,1.32,0.54
clic2025,e0d8e29c,1024,1024,1.5,5,86751,77.94389207,2.2830257416,0.06,0.23,0.21
clic2025,e0d8e29c,1024,1024,1.5,6,88408,77.87748366,2.2620344162,0.10,0.36,0.32
clic2025,e0d8e29c,1024,1024,1.5,7,88257,77.94549110,2.1378452778,0.19,0.43,0.36
clic2025,e0d8e29c,1024,1024,1.5,8,85441,77.89875842,1.9727103710,1.02,1.21,0.56
clic2025,e0d8e29c,1024,1024,2.0,5,65905,71.50145549,2.8102324009,0.07,0.17,0.28
clic2025,e0d8e29c,1024,1024,2.0,6,67949,71.61022626,2.7159423828,0.10,0.38,0.32
clic2025,e0d8e29c,1024,1024,2.0,7,67834,71.60210491,2.7158167362,0.18,0.34,0.44
clic2025,e0d8e29c,1024,1024,2.0,8,64963,71.05074314,2.4506928921,1.02,1.00,0.73
clic2025,e0d8e29c,1024,1024,2.5,5,52527,65.44324612,3.2540853024,0.06,0.23,0.23
clic2025,e0d8e29c,1024,1024,2.5,6,54647,65.90163520,3.1028747559,0.10,0.29,0.37
clic2025,e0d8e29c,1024,1024,2.5,7,54621,65.80038209,3.0920050144,0.18,0.44,0.32
clic2025,e0d8e29c,1024,1024,2.5,8,51483,64.99856610,3.1189501286,1.00,1.10,0.67
clic2025,e0d8e29c,1024,1024,3.0,5,43332,60.12184224,3.9009292126,0.06,0.20,0.28
clic2025,e0d8e29c,1024,1024,3.0,6,45470,60.84006282,3.7321107388,0.10,0.40,0.29
clic2025,e0d8e29c,1024,1024,3.0,7,45840,60.98121976,3.7318944931,0.21,0.42,0.64
clic2025,e0d8e29c,1024,1024,3.0,8,45507,60.63892631,3.6393768787,1.05,1.08,0.87
clic2025,e0d8e29c,1024,1024,4.0,5,31968,45.86807061,4.9745883942,0.06,0.19,0.27
clic2025,e0d8e29c,1024,1024,4.0,6,34408,50.98032971,4.9010009766,0.10,0.34,0.33
clic2025,e0d8e29c,1024,1024,4.0,7,34808,51.50103241,5.1156792641,0.21,0.53,0.44
clic2025,e0d8e29c,1024,1024,4.0,8,33529,50.31412466,4.6938672066,1.03,1.14,0.90
clic2025,e0d8e29c,1024,1024,5.0,5,25361,36.81976209,5.5568275452,0.06,0.17,0.29
clic2025,e0d8e29c,1024,1024,5.0,6,26810,42.89493067,5.2632169724,0.09,0.27,0.34
clic2025,e0d8e29c,1024,1024,5.0,7,27237,43.67050175,5.2630062103,0.20,0.35,0.60
clic2025,e0d8e29c,1024,1024,5.0,8,25353,41.23204421,5.8404989243,1.02,1.11,0.87
clic2025,ebfd571f,1024,1024,0.25,5,333596,92.13643042,0.4384359419,0.08,0.21,0.25
clic2025,ebfd571f,1024,1024,0.25,6,332765,92.14483019,0.4384812713,0.08,0.30,0.30
clic2025,ebfd571f,1024,1024,0.25,7,329607,92.29807666,0.4387676120,0.16,0.42,0.15
clic2025,ebfd571f,1024,1024,0.25,8,380473,92.21427798,0.3651191592,0.94,1.08,0.39
clic2025,ebfd571f,1024,1024,0.5,5,267957,89.95368940,0.7349889874,0.08,0.30,0.13
clic2025,ebfd571f,1024,1024,0.5,6,268464,89.95950497,0.7350808978,0.08,0.25,0.32
clic2025,ebfd571f,1024,1024,0.5,7,267467,90.53048191,0.8098799586,0.16,0.39,0.18
clic2025,ebfd571f,1024,1024,0.5,8,300740,90.52020372,0.6300971508,0.96,1.04,0.46
clic2025,ebfd571f,1024,1024,1.0,5,215342,87.05096002,1.2133767605,0.08,0.19,0.30
clic2025,ebfd571f,1024,1024,1.0,6,217396,87.10205302,1.2098426819,0.11,0.38,0.35
clic2025,ebfd571f,1024,1024,1.0,7,217505,87.81573536,1.2502856255,0.18,0.48,0.17
clic2025,ebfd571f,1024,1024,1.0,8,242520,87.68320601,1.2630580664,0.97,1.09,0.52
clic2025,ebfd571f,1024,1024,1.5,5,180002,83.81224245,1.6626032591,0.07,0.21,0.23
clic2025,ebfd571f,1024,1024,1.5,6,182263,84.05672936,1.6208531857,0.11,0.37,0.35
clic2025,ebfd571f,1024,1024,1.5,7,181561,84.49016840,1.5873734951,0.18,0.45,0.21
clic2025,ebfd571f,1024,1024,1.5,8,200013,83.67012737,1.9003946781,0.97,1.14,0.50
clic2025,ebfd571f,1024,1024,2.0,5,156799,80.81075207,2.1715414524,0.07,0.24,0.20
clic2025,ebfd571f,1024,1024,2.0,6,158558,81.10456006,2.4713630676,0.10,0.27,0.45
clic2025,ebfd571f,1024,1024,2.0,7,159300,81.21241702,2.5695943832,0.19,0.43,0.25
clic2025,ebfd571f,1024,1024,2.0,8,171618,80.61556860,2.5263018608,0.97,1.14,0.46
clic2025,ebfd571f,1024,1024,2.5,5,141244,78.59747206,2.5769972801,0.07,0.23,0.24
clic2025,ebfd571f,1024,1024,2.5,6,143019,79.02173675,2.5430386066,0.11,0.37,0.35
clic2025,ebfd571f,1024,1024,2.5,7,143586,78.78298401,2.5429675579,0.18,0.49,0.16
clic2025,ebfd571f,1024,1024,2.5,8,153779,77.96696557,3.3238551617,0.98,1.15,0.49
clic2025,ebfd571f,1024,1024,3.0,5,129301,76.70325014,3.0258991718,0.06,0.19,0.23
clic2025,ebfd571f,1024,1024,3.0,6,132643,76.99116248,3.1314074993,0.10,0.31,0.43
clic2025,ebfd571f,1024,1024,3.0,7,132716,76.82900043,2.9324362278,0.18,0.48,0.22
clic2025,ebfd571f,1024,1024,3.0,8,139829,74.52422685,3.5268878937,0.98,1.18,0.46
clic2025,ebfd571f,1024,1024,4.0,5,110067,72.74278241,4.4518861771,0.06,0.16,0.28
clic2025,ebfd571f,1024,1024,4.0,6,114194,73.88592950,4.0753898621,0.11,0.38,0.35
clic2025,ebfd571f,1024,1024,4.0,7,115590,73.02524004,3.9077229500,0.19,0.45,0.27
clic2025,ebfd571f,1024,1024,4.0,8,118330,71.17045266,4.3923549652,0.97,1.13,0.56
clic2025,ebfd571f,1024,1024,5.0,5,96173,70.29480608,4.7408990860,0.07,0.24,0.27
clic2025,ebfd571f,1024,1024,5.0,6,98574,70.42642859,4.6260967255,0.09,0.33,0.34
clic2025,ebfd571f,1024,1024,5.0,7,100270,69.26331175,4.6111288071,0.19,0.48,0.20
clic2025,ebfd571f,1024,1024,5.0,8,100498,67.74013301,5.1031389236,0.95,1.11,0.54
clic2025,eda6d427,1024,1024,0.25,5,717438,92.95605983,0.5088630319,0.08,0.15,0.37
clic2025,eda6d427,1024,1024,0.25,6,717244,92.95629702,0.5088884830,0.08,0.40,0.24
clic2025,eda6d427,1024,1024,0.25,7,717558,92.83656296,0.5059098005,0.09,0.41,0.28
clic2025,eda6d427,1024,1024,0.25,8,733480,93.20774270,0.4042155147,0.93,1.23,0.50
clic2025,eda6d427,1024,1024,0.5,5,516292,89.09256910,0.9635646343,0.07,0.28,0.21
clic2025,eda6d427,1024,1024,0.5,6,515670,89.09121180,0.9635004997,0.08,0.42,0.16
clic2025,eda6d427,1024,1024,0.5,7,515659,89.18549442,0.9645687938,0.08,0.38,0.28
clic2025,eda6d427,1024,1024,0.5,8,533533,89.88251974,0.7312704921,0.97,1.18,0.56
clic2025,eda6d427,1024,1024,1.0,5,354179,82.07866411,1.5921273232,0.07,0.28,0.19
clic2025,eda6d427,1024,1024,1.0,6,351240,82.02188932,1.6310662031,0.12,0.47,0.32
clic2025,eda6d427,1024,1024,1.0,7,351303,82.14036967,1.6237399578,0.12,0.38,0.44
clic2025,eda6d427,1024,1024,1.0,8,347394,82.70688809,1.3860288858,1.00,1.16,0.72
clic2025,eda6d427,1024,1024,1.5,5,262668,76.26016252,2.3673944473,0.07,0.19,0.29
clic2025,eda6d427,1024,1024,1.5,6,259370,76.28473458,2.1108572483,0.11,0.40,0.38
clic2025,eda6d427,1024,1024,1.5,7,259298,76.41620290,2.1145868301,0.11,0.38,0.39
clic2025,eda6d427,1024,1024,1.5,8,251375,75.82467562,1.8824257851,1.03,1.21,0.66
clic2025,eda6d427,1024,1024,2.0,5,206916,71.36243491,3.0454883575,0.07,0.19,0.29
clic2025,eda6d427,1024,1024,2.0,6,205251,71.54206655,3.0117614269,0.11,0.31,0.43
clic2025,eda6d427,1024,1024,2.0,7,205254,71.66987424,3.0117630959,0.11,0.31,0.49
clic2025,eda6d427,1024,1024,2.0,8,194035,70.63266729,2.3913674355,1.01,1.17,0.68
clic2025,eda6d427,1024,1024,2.5,5,170644,67.31027227,3.3409202099,0.07,0.22,0.27
clic2025,eda6d427,1024,1024,2.5,6,170167,67.45291294,3.1734833717,0.11,0.33,0.41
clic2025,eda6d427,1024,1024,2.5,7,170117,67.49516528,3.1681082249,0.10,0.43,0.30
clic2025,eda6d427,1024,1024,2.5,8,159200,66.15440999,3.1828281879,1.00,1.24,0.57
clic2025,eda6d427,1024,1024,3.0,5,146070,63.87314474,3.9967939854,0.07,0.23,0.25
clic2025,eda6d427,1024,1024,3.0,6,146772,64.08758349,3.8610441685,0.10,0.37,0.35
clic2025,eda6d427,1024,1024,3.0,7,146679,64.22130860,3.8569767475,0.14,0.38,0.47
clic2025,eda6d427,1024,1024,3.0,8,137320,62.69358995,3.7577967644,1.05,1.08,0.83
clic2025,eda6d427,1024,1024,4.0,5,111973,56.04351516,4.7784852982,0.07,0.22,0.27
clic2025,eda6d427,1024,1024,4.0,6,115081,57.56332747,4.4371852875,0.11,0.38,0.34
clic2025,eda6d427,1024,1024,4.0,7,115209,57.61816911,4.4230275154,0.13,0.49,0.39
clic2025,eda6d427,1024,1024,4.0,8,106808,55.58396607,5.0613312721,1.03,1.18,0.75
clic2025,eda6d427,1024,1024,5.0,5,91455,49.48814933,6.4001770020,0.07,0.15,0.31
clic2025,eda6d427,1024,1024,5.0,6,92637,51.84140339,5.3384180069,0.09,0.37,0.28
clic2025,eda6d427,1024,1024,5.0,7,92832,51.99728680,5.3670649529,0.12,0.51,0.28
clic2025,eda6d427,1024,1024,5.0,8,84996,49.30229544,5.7973546982,1.01,1.07,0.78
clic2025,ef576c4e,1024,1024,0.25,5,578951,93.62316761,0.6314773560,0.08,0.17,0.34
clic2025,ef576c4e,1024,1024,0.25,6,579012,93.61854517,0.6317586303,0.08,0.43,0.22
clic2025,ef576c4e,1024,1024,0.25,7,581377,93.67116626,0.6348416209,0.17,0.38,0.37
clic2025,ef576c4e,1024,1024,0.25,8,607462,93.97433067,0.4265392125,1.04,1.19,0.60
clic2025,ef576c4e,1024,1024,0.5,5,382076,90.00935506,1.1292902231,0.07,0.13,0.34
clic2025,ef576c4e,1024,1024,0.5,6,381550,89.94949440,1.1279309988,0.08,0.38,0.24
clic2025,ef576c4e,1024,1024,0.5,7,382509,90.12048006,1.1321697235,0.16,0.37,0.35
clic2025,ef576c4e,1024,1024,0.5,8,399094,91.06652012,0.7425944805,1.01,1.14,0.56
clic2025,ef576c4e,1024,1024,1.0,5,227121,84.12319104,1.4106329679,0.07,0.19,0.28
clic2025,ef576c4e,1024,1024,1.0,6,228597,84.06333777,1.4156522751,0.10,0.43,0.28
clic2025,ef576c4e,1024,1024,1.0,7,228623,84.08649616,1.4075121880,0.19,0.40,0.43
clic2025,ef576c4e,1024,1024,1.0,8,224860,84.42295111,1.2802344561,1.03,1.29,0.50
clic2025,ef576c4e,1024,1024,1.5,5,157256,79.37671646,2.0777151585,0.11,0.28,0.14
clic2025,ef576c4e,1024,1024,1.5,6,159139,79.24071036,2.1733007431,0.11,0.35,0.38
clic2025,ef576c4e,1024,1024,1.5,7,158957,79.38266241,2.0476856232,0.19,0.44,0.40
clic2025,ef576c4e,1024,1024,1.5,8,153817,79.07956652,1.8900408745,1.03,1.11,0.66
clic2025,ef576c4e,1024,1024,2.0,5,120279,75.18506080,2.7196598053,0.07,0.25,0.18
clic2025,ef576c4e,1024,1024,2.0,6,122203,75.23973087,2.7108519077,0.12,0.40,0.28
clic2025,ef576c4e,1024,1024,2.0,7,122113,75.24580704,2.7020425797,0.20,0.45,0.34
clic2025,ef576c4e,1024,1024,2.0,8,115663,74.60945566,2.4371030331,1.15,1.23,0.66
clic2025,ef576c4e,1024,1024,2.5,5,95526,71.15469647,3.3451018333,0.08,0.12,0.28
clic2025,ef576c4e,1024,1024,2.5,6,97814,71.19204735,3.5070753098,0.11,0.36,0.28
clic2025,ef576c4e,1024,1024,2.5,7,97742,71.25943955,3.4857063293,0.22,0.42,0.37
clic2025,ef576c4e,1024,1024,2.5,8,91773,70.37194694,3.0785145760,1.21,1.32,0.59
clic2025,ef576c4e,1024,1024,3.0,5,79856,67.78981797,3.6398925781,0.07,0.13,0.30
clic2025,ef576c4e,1024,1024,3.0,6,82313,67.92852362,3.5533044338,0.10,0.28,0.38
clic2025,ef576c4e,1024,1024,3.0,7,82752,67.96576839,3.6117022038,0.26,0.49,0.39
clic2025,ef576c4e,1024,1024,3.0,8,77917,66.71198753,3.4525377750,1.33,1.40,0.69
clic2025,ef576c4e,1024,1024,4.0,5,60456,59.67426472,4.4702386856,0.08,0.16,0.24
clic2025,ef576c4e,1024,1024,4.0,6,63566,61.78349117,4.2772216797,0.11,0.36,0.36
clic2025,ef576c4e,1024,1024,4.0,7,63769,61.74040662,4.1507692337,0.22,0.53,0.51
clic2025,ef576c4e,1024,1024,4.0,8,59412,59.80254698,4.1621537209,1.09,1.26,0.85
clic2025,ef576c4e,1024,1024,5.0,5,50212,53.75596474,4.9047198296,0.07,0.21,0.26
clic2025,ef576c4e,1024,1024,5.0,6,51933,56.03945272,4.9463515282,0.09,0.33,0.32
clic2025,ef576c4e,1024,1024,5.0,7,52140,56.28444634,4.8575572968,0.21,0.46,0.46
clic2025,ef576c4e,1024,1024,5.0,8,47979,53.40323145,4.8155345917,1.08,1.19,0.77
clic2025,f67f11de,1024,1024,0.25,5,404908,92.72073659,0.4864534736,0.07,0.25,0.21
clic2025,f67f11de,1024,1024,0.25,6,404987,92.75898646,0.4864534736,0.08,0.31,0.30
clic2025,f67f11de,1024,1024,0.25,7,406483,92.84457968,0.4760236144,0.17,0.47,0.29
clic2025,f67f11de,1024,1024,0.25,8,441157,93.04602696,0.3960729539,1.06,1.10,0.68
clic2025,f67f11de,1024,1024,0.5,5,226776,90.19326456,0.8533715606,0.07,0.21,0.26
clic2025,f67f11de,1024,1024,0.5,6,226676,90.13952416,0.8702321649,0.07,0.34,0.21
clic2025,f67f11de,1024,1024,0.5,7,225503,90.07633626,0.9850680828,0.16,0.42,0.27
clic2025,f67f11de,1024,1024,0.5,8,248272,90.89066901,0.7476099133,1.06,1.09,0.65
clic2025,f67f11de,1024,1024,1.0,5,103319,84.41859919,1.5048335791,0.07,0.18,0.27
clic2025,f67f11de,1024,1024,1.0,6,105112,84.53040023,1.4778072834,0.10,0.32,0.40
clic2025,f67f11de,1024,1024,1.0,7,105174,84.55057408,1.4976596832,0.19,0.46,0.37
clic2025,f67f11de,1024,1024,1.0,8,110245,85.67990382,1.2753765583,1.08,1.06,0.78
clic2025,f67f11de,1024,1024,1.5,5,65730,79.91063792,1.9226109982,0.07,0.15,0.34
clic2025,f67f11de,1024,1024,1.5,6,67795,80.20382111,1.9435958862,0.11,0.33,0.38
clic2025,f67f11de,1024,1024,1.5,7,67735,80.24353392,1.9361485243,0.19,0.34,0.47
clic2025,f67f11de,1024,1024,1.5,8,67296,80.47093419,1.8690061569,1.10,1.08,0.80
clic2025,f67f11de,1024,1024,2.0,5,47541,76.24221519,2.3771440983,0.06,0.15,0.28
clic2025,f67f11de,1024,1024,2.0,6,49552,76.55179939,2.4196326733,0.11,0.32,0.39
clic2025,f67f11de,1024,1024,2.0,7,49536,76.64774816,2.3768980503,0.19,0.39,0.42
clic2025,f67f11de,1024,1024,2.0,8,47596,76.42838113,2.3210053444,1.10,1.18,0.69
clic2025,f67f11de,1024,1024,2.5,5,36703,72.77923988,2.9826049805,0.06,0.20,0.26
clic2025,f67f11de,1024,1024,2.5,6,38332,73.18201066,2.9202566147,0.10,0.34,0.33
clic2025,f67f11de,1024,1024,2.5,7,38268,73.29807032,2.9173548222,0.19,0.37,0.42
clic2025,f67f11de,1024,1024,2.5,8,36326,72.78125518,2.9142298698,1.07,1.14,0.66
clic2025,f67f11de,1024,1024,3.0,5,30180,69.72924712,3.0957312584,0.06,0.30,0.12
clic2025,f67f11de,1024,1024,3.0,6,31680,70.13569687,3.1062831879,0.10,0.32,0.39
clic2025,f67f11de,1024,1024,3.0,7,31783,70.17941372,3.1200566292,0.20,0.45,0.42
clic2025,f67f11de,1024,1024,3.0,8,29911,69.30365062,3.0791485310,1.07,1.14,0.71
clic2025,f67f11de,1024,1024,4.0,5,22633,63.22601246,3.8643546104,0.06,0.16,0.32
clic2025,f67f11de,1024,1024,4.0,6,24248,65.05536317,3.7658839226,0.10,0.34,0.33
clic2025,f67f11de,1024,1024,4.0,7,24325,65.08302962,3.7979640961,0.21,0.39,0.52
clic2025,f67f11de,1024,1024,4.0,8,22941,64.19417575,4.0618081093,1.07,1.24,0.70
clic2025,f67f11de,1024,1024,5.0,5,19084,59.36482086,4.9274215698,0.07,0.12,0.34
clic2025,f67f11de,1024,1024,5.0,6,20045,61.16968820,4.3167734146,0.09,0.26,0.39
clic2025,f67f11de,1024,1024,5.0,7,20152,61.13519767,4.3218774796,0.19,0.41,0.43
clic2025,f67f11de,1024,1024,5.0,8,18568,59.24775459,4.8601770401,1.07,1.27,0.61
clic2025,ff32adfa,1024,1024,0.25,5,481443,93.42650969,0.5965282321,0.08,0.19,0.31
clic2025,ff32adfa,1024,1024,0.25,6,480955,93.45378089,0.5967280865,0.09,0.36,0.27
clic2025,ff32adfa,1024,1024,0.25,7,480814,93.42743976,0.5937615037,0.17,0.40,0.34
clic2025,ff32adfa,1024,1024,0.25,8,508455,93.50518112,0.4007783234,1.08,1.27,0.53
clic2025,ff32adfa,1024,1024,0.5,5,303949,91.38311117,0.8773393631,0.07,0.22,0.25
clic2025,ff32adfa,1024,1024,0.5,6,302362,91.32477743,0.8684691191,0.08,0.36,0.22
clic2025,ff32adfa,1024,1024,0.5,7,304493,91.49130477,0.8856832981,0.16,0.37,0.29
clic2025,ff32adfa,1024,1024,0.5,8,305998,91.52635787,0.6899706125,1.07,1.07,0.68
clic2025,ff32adfa,1024,1024,1.0,5,164933,86.93110870,1.3815270662,0.07,0.15,0.29
clic2025,ff32adfa,1024,1024,1.0,6,166454,87.00025727,1.4045813084,0.11,0.34,0.37
clic2025,ff32adfa,1024,1024,1.0,7,166571,87.13680979,1.4323835373,0.19,0.50,0.29
clic2025,ff32adfa,1024,1024,1.0,8,163389,87.44331073,1.3127839565,1.20,1.30,0.72
clic2025,ff32adfa,1024,1024,1.5,5,121528,83.03958176,2.0499072075,0.07,0.19,0.31
clic2025,ff32adfa,1024,1024,1.5,6,123176,83.14707521,2.0139710903,0.13,0.44,0.37
clic2025,ff32adfa,1024,1024,1.5,7,123082,82.97665233,2.0141084194,0.21,0.39,0.47
clic2025,ff32adfa,1024,1024,1.5,8,118959,83.02979021,1.9363560677,1.20,1.34,0.71
clic2025,ff32adfa,1024,1024,2.0,5,96448,79.26535480,2.5772287846,0.08,0.25,0.23
clic2025,ff32adfa,1024,1024,2.0,6,98794,79.62103071,2.3963353634,0.12,0.37,0.39
clic2025,ff32adfa,1024,1024,2.0,7,98837,79.36817866,2.4534709454,0.23,0.50,0.42
clic2025,ff32adfa,1024,1024,2.0,8,94425,79.46982322,2.2547607422,1.18,1.31,0.68
clic2025,ff32adfa,1024,1024,2.5,5,80843,75.71200091,2.7477741241,0.08,0.20,0.30
clic2025,ff32adfa,1024,1024,2.5,6,83086,76.07217150,2.6999049187,0.12,0.37,0.37
clic2025,ff32adfa,1024,1024,2.5,7,83078,76.12079828,2.7621049881,0.22,0.36,0.51
clic2025,ff32adfa,1024,1024,2.5,8,78602,76.12435966,2.8712203503,1.17,1.28,0.66
clic2025,ff32adfa,1024,1024,3.0,5,70324,72.59197919,3.7077670097,0.07,0.14,0.33
clic2025,ff32adfa,1024,1024,3.0,6,72910,72.68415970,3.5545938015,0.13,0.40,0.39
clic2025,ff32adfa,1024,1024,3.0,7,72993,72.98498258,3.0864841938,0.24,0.45,0.52
clic2025,ff32adfa,1024,1024,3.0,8,68800,72.58049299,3.3149909973,1.19,1.30,0.75
clic2025,ff32adfa,1024,1024,4.0,5,55772,65.49721892,4.2833428383,0.07,0.17,0.28
clic2025,ff32adfa,1024,1024,4.0,6,58871,67.33456555,4.3639645576,0.11,0.36,0.37
clic2025,ff32adfa,1024,1024,4.0,7,58937,67.43939233,3.9304609299,0.23,0.46,0.50
clic2025,ff32adfa,1024,1024,4.0,8,55237,66.57769615,4.1727962494,1.21,1.36,0.74
clic2025,ff32adfa,1024,1024,5.0,5,47034,60.32514608,4.8801794052,0.08,0.25,0.24
