# cjxl v0.12.0 lossless, generated 2026-02-20
corpus,image,width,height,effort,size_bytes,pixel_sha256,enc_wall_s,enc_user_s,enc_sys_s
cid22,7552578,512,512,6,130295,7be25dfaf6320ccd673951ececfe368bf94a1d1cb5108e2b2e8399f4e2296c43,0.10,0.12,0.05
cid22,7552578,512,512,7,127659,7be25dfaf6320ccd673951ececfe368bf94a1d1cb5108e2b2e8399f4e2296c43,0.14,0.18,0.03
cid22,7552578,512,512,8,126509,7be25dfaf6320ccd673951ececfe368bf94a1d1cb5108e2b2e8399f4e2296c43,0.59,0.57,0.11
cid22,7552578,512,512,9,125243,7be25dfaf6320ccd673951ececfe368bf94a1d1cb5108e2b2e8399f4e2296c43,0.84,0.95,0.05
cid22,792079,512,512,5,151632,3b17837e712bfc8438adfd2f19bcb6e029d286e75e7191193eb56a4e5995ff44,0.10,0.12,0.04
cid22,792079,512,512,6,145724,3b17837e712bfc8438adfd2f19bcb6e029d286e75e7191193eb56a4e5995ff44,0.12,0.14,0.05
cid22,792079,512,512,7,143131,3b17837e712bfc8438adfd2f19bcb6e029d286e75e7191193eb56a4e5995ff44,0.16,0.15,0.07
cid22,792079,512,512,8,139624,3b17837e712bfc8438adfd2f19bcb6e029d286e75e7191193eb56a4e5995ff44,0.61,0.58,0.13
cid22,792079,512,512,9,139728,3b17837e712bfc8438adfd2f19bcb6e029d286e75e7191193eb56a4e5995ff44,0.83,0.89,0.08
cid22,844297,512,512,5,202927,844081a71979b6af8fb6a86f60a18ec5e1e11d49aa1ea83c99cdaf24d571fdab,0.08,0.10,0.05
cid22,844297,512,512,6,198946,844081a71979b6af8fb6a86f60a18ec5e1e11d49aa1ea83c99cdaf24d571fdab,0.11,0.09,0.09
cid22,844297,512,512,7,196243,844081a71979b6af8fb6a86f60a18ec5e1e11d49aa1ea83c99cdaf24d571fdab,0.16,0.13,0.11
cid22,844297,512,512,8,192183,844081a71979b6af8fb6a86f60a18ec5e1e11d49aa1ea83c99cdaf24d571fdab,0.70,0.75,0.05
cid22,844297,512,512,9,193953,844081a71979b6af8fb6a86f60a18ec5e1e11d49aa1ea83c99cdaf24d571fdab,0.87,0.95,0.06
cid22-train,1001682,512,512,5,308158,103f8971cf2f75d1844de7059bab1c3292890a087e4b082eee827fcde29387fe,0.11,0.07,0.11
cid22-train,1001682,512,512,6,302783,103f8971cf2f75d1844de7059bab1c3292890a087e4b082eee827fcde29387fe,0.14,0.14,0.07
cid22-train,1001682,512,512,7,301838,103f8971cf2f75d1844de7059bab1c3292890a087e4b082eee827fcde29387fe,0.19,0.22,0.04
cid22-train,1001682,512,512,8,299918,103f8971cf2f75d1844de7059bab1c3292890a087e4b082eee827fcde29387fe,0.56,0.57,0.10
cid22-train,1001682,512,512,9,297174,103f8971cf2f75d1844de7059bab1c3292890a087e4b082eee827fcde29387fe,0.77,0.87,0.04
cid22-train,1028637,512,512,5,157788,b1983ca6a2b973773975e88606102382391e09b7e7f43a99d52593aba60c19c8,0.09,0.08,0.08
cid22-train,1028637,512,512,6,156731,b1983ca6a2b973773975e88606102382391e09b7e7f43a99d52593aba60c19c8,0.11,0.09,0.08
cid22-train,1028637,512,512,7,156185,b1983ca6a2b973773975e88606102382391e09b7e7f43a99d52593aba60c19c8,0.14,0.11,0.10
cid22-train,1028637,512,512,8,155272,b1983ca6a2b973773975e88606102382391e09b7e7f43a99d52593aba60c19c8,0.40,0.44,0.06
cid22-train,1028637,512,512,9,153415,b1983ca6a2b973773975e88606102382391e09b7e7f43a99d52593aba60c19c8,0.62,0.70,0.06
cid22-train,1029604,512,512,5,325695,02a01ea651bb3566e49853c2cec2d9955bb0206df79eeffe121b8a5ab00b63bb,0.09,0.12,0.04
cid22-train,1029604,512,512,6,325143,02a01ea651bb3566e49853c2cec2d9955bb0206df79eeffe121b8a5ab00b63bb,0.14,0.19,0.02
cid22-train,1029604,512,512,7,324402,02a01ea651bb3566e49853c2cec2d9955bb0206df79eeffe121b8a5ab00b63bb,0.20,0.14,0.15
cid22-train,1029604,512,512,8,322110,02a01ea651bb3566e49853c2cec2d9955bb0206df79eeffe121b8a5ab00b63bb,0.63,0.61,0.11
cid22-train,1029604,512,512,9,321405,02a01ea651bb3566e49853c2cec2d9955bb0206df79eeffe121b8a5ab00b63bb,0.80,0.87,0.09
cid22-train,106399,512,512,5,265239,c0b709200b28ad3d21a0973bea761cb2bd91e14d69d92298c9a284761cbe1c31,0.09,0.08,0.08
cid22-train,106399,512,512,6,259194,c0b709200b28ad3d21a0973bea761cb2bd91e14d69d92298c9a284761cbe1c31,0.12,0.14,0.05
cid22-train,106399,512,512,7,257776,c0b709200b28ad3d21a0973bea761cb2bd91e14d69d92298c9a284761cbe1c31,0.18,0.17,0.09
cid22-train,106399,512,512,8,256053,c0b709200b28ad3d21a0973bea761cb2bd91e14d69d92298c9a284761cbe1c31,0.75,0.78,0.10
cid22-train,106399,512,512,9,255650,c0b709200b28ad3d21a0973bea761cb2bd91e14d69d92298c9a284761cbe1c31,0.94,0.98,0.10
cid22-train,1080721,512,512,5,266959,738840ec9cc5f7bc3d7ab527a1f376c734ccf956e6edd1dee90738997c06dbe1,0.11,0.10,0.08
cid22-train,1080721,512,512,6,263533,738840ec9cc5f7bc3d7ab527a1f376c734ccf956e6edd1dee90738997c06dbe1,0.13,0.15,0.05
cid22-train,1080721,512,512,7,261837,738840ec9cc5f7bc3d7ab527a1f376c734ccf956e6edd1dee90738997c06dbe1,0.19,0.17,0.10
cid22-train,1080721,512,512,8,260845,738840ec9cc5f7bc3d7ab527a1f376c734ccf956e6edd1dee90738997c06dbe1,0.72,0.66,0.16
cid22-train,1080721,512,512,9,260575,738840ec9cc5f7bc3d7ab527a1f376c734ccf956e6edd1dee90738997c06dbe1,0.91,0.92,0.15
cid22-train,1082342,512,512,5,287791,ce85a4ad6c9038356b7949f1dbc9deb673561222242fe3b801e807f801fc375a,0.11,0.12,0.06
cid22-train,1082342,512,512,6,286439,ce85a4ad6c9038356b7949f1dbc9deb673561222242fe3b801e807f801fc375a,0.14,0.16,0.05
cid22-train,1082342,512,512,7,290793,ce85a4ad6c9038356b7949f1dbc9deb673561222242fe3b801e807f801fc375a,0.19,0.14,0.13
cid22-train,1082342,512,512,8,283367,ce85a4ad6c9038356b7949f1dbc9deb673561222242fe3b801e807f801fc375a,0.59,0.63,0.07
cid22-train,1082342,512,512,9,279080,ce85a4ad6c9038356b7949f1dbc9deb673561222242fe3b801e807f801fc375a,0.84,0.92,0.08
cid22-train,1089930,512,512,5,258214,87909b4d68b57bace05a810b67301bbf7188be216d25ef9c1349f8378f96f3de,0.11,0.10,0.08
cid22-train,1089930,512,512,6,256023,87909b4d68b57bace05a810b67301bbf7188be216d25ef9c1349f8378f96f3de,0.17,0.11,0.14
cid22-train,1089930,512,512,7,245105,87909b4d68b57bace05a810b67301bbf7188be216d25ef9c1349f8378f96f3de,0.19,0.17,0.09
cid22-train,1089930,512,512,8,243290,87909b4d68b57bace05a810b67301bbf7188be216d25ef9c1349f8378f96f3de,0.69,0.73,0.06
cid22-train,1089930,512,512,9,242229,87909b4d68b57bace05a810b67301bbf7188be216d25ef9c1349f8378f96f3de,0.89,0.99,0.05
cid22-train,110472,512,512,5,276334,10c901c367ed33abaaa4e15a2688351d08547f644735b071beaec0f17385cac6,0.09,0.10,0.06
cid22-train,110472,512,512,6,275152,10c901c367ed33abaaa4e15a2688351d08547f644735b071beaec0f17385cac6,0.12,0.14,0.04
cid22-train,110472,512,512,7,272730,10c901c367ed33abaaa4e15a2688351d08547f644735b071beaec0f17385cac6,0.18,0.21,0.05
cid22-train,110472,512,512,8,271164,10c901c367ed33abaaa4e15a2688351d08547f644735b071beaec0f17385cac6,0.68,0.73,0.04
cid22-train,110472,512,512,9,268329,10c901c367ed33abaaa4e15a2688351d08547f644735b071beaec0f17385cac6,0.89,0.90,0.14
cid22-train,1129482,512,512,5,48679,c0ab80ee449fec0b0e89f00634011a6a2becd8e4d762a2c9db7854840f7e97fb,0.07,0.04,0.09
cid22-train,1129482,512,512,6,48596,c0ab80ee449fec0b0e89f00634011a6a2becd8e4d762a2c9db7854840f7e97fb,0.08,0.11,0.03
cid22-train,1129482,512,512,7,48110,c0ab80ee449fec0b0e89f00634011a6a2becd8e4d762a2c9db7854840f7e97fb,0.09,0.07,0.08
cid22-train,1129482,512,512,8,47296,c0ab80ee449fec0b0e89f00634011a6a2becd8e4d762a2c9db7854840f7e97fb,0.18,0.21,0.05
cid22-train,1129482,512,512,9,46400,c0ab80ee449fec0b0e89f00634011a6a2becd8e4d762a2c9db7854840f7e97fb,0.41,0.49,0.05
cid22-train,1130683,512,512,5,367470,e733325dc82fc0a0befd44d3eb75ef881b9f8451698fed5a40f2db76ad9689c6,0.11,0.12,0.05
cid22-train,1130683,512,512,6,365332,e733325dc82fc0a0befd44d3eb75ef881b9f8451698fed5a40f2db76ad9689c6,0.14,0.20,0.02
cid22-train,1130683,512,512,7,363420,e733325dc82fc0a0befd44d3eb75ef881b9f8451698fed5a40f2db76ad9689c6,0.21,0.16,0.13
cid22-train,1130683,512,512,8,361190,e733325dc82fc0a0befd44d3eb75ef881b9f8451698fed5a40f2db76ad9689c6,0.58,0.56,0.13
cid22-train,1130683,512,512,9,360013,e733325dc82fc0a0befd44d3eb75ef881b9f8451698fed5a40f2db76ad9689c6,0.82,0.92,0.05
gb82-sc,codec_wi,2560,1664,5,216669,6eb4d6a20bac386150c01b95daab8f5a92be6d12aaeb4318a104221f8e1cfc00,0.15,0.87,0.55
gb82-sc,codec_wi,2560,1664,6,211696,6eb4d6a20bac386150c01b95daab8f5a92be6d12aaeb4318a104221f8e1cfc00,0.16,0.84,0.68
gb82-sc,codec_wi,2560,1664,7,199357,6eb4d6a20bac386150c01b95daab8f5a92be6d12aaeb4318a104221f8e1cfc00,0.17,0.99,0.70
gb82-sc,codec_wi,2560,1664,8,182072,6eb4d6a20bac386150c01b95daab8f5a92be6d12aaeb4318a104221f8e1cfc00,0.28,1.76,0.74
gb82-sc,codec_wi,2560,1664,9,174323,6eb4d6a20bac386150c01b95daab8f5a92be6d12aaeb4318a104221f8e1cfc00,0.47,3.76,0.81
gb82-sc,gmessage,1440,3088,5,220715,94e62cc56aef8e3cd85eb84f909ae11858fdafac00fdeca74e42e05d5d931632,0.18,1.14,0.79
gb82-sc,gmessage,1440,3088,6,213783,94e62cc56aef8e3cd85eb84f909ae11858fdafac00fdeca74e42e05d5d931632,0.16,1.03,0.72
gb82-sc,gmessage,1440,3088,7,197365,94e62cc56aef8e3cd85eb84f909ae11858fdafac00fdeca74e42e05d5d931632,0.17,1.27,0.73
gb82-sc,gmessage,1440,3088,8,190634,94e62cc56aef8e3cd85eb84f909ae11858fdafac00fdeca74e42e05d5d931632,0.25,2.37,0.81
gb82-sc,gmessage,1440,3088,9,184280,94e62cc56aef8e3cd85eb84f909ae11858fdafac00fdeca74e42e05d5d931632,0.42,4.87,0.96
gb82-sc,graph,796,481,5,22035,be1ace9a782734439b9394c5396e62498ad0bde968807c2cbfd4ad4ec6f83064,0.07,0.07,0.07
gb82-sc,graph,796,481,6,21278,be1ace9a782734439b9394c5396e62498ad0bde968807c2cbfd4ad4ec6f83064,0.07,0.05,0.11
gb82-sc,graph,796,481,7,24123,be1ace9a782734439b9394c5396e62498ad0bde968807c2cbfd4ad4ec6f83064,0.10,0.14,0.04
gb82-sc,graph,796,481,8,23125,be1ace9a782734439b9394c5396e62498ad0bde968807c2cbfd4ad4ec6f83064,0.21,0.25,0.07
gb82-sc,graph,796,481,9,22503,be1ace9a782734439b9394c5396e62498ad0bde968807c2cbfd4ad4ec6f83064,0.39,0.45,0.06
gb82-sc,gui,1356,1132,5,31860,f3e1054e0ea76fc43b77e8705eca5d8e6c4dedc9f34231ac3f4f6c50fa63bc39,0.24,0.37,0.14
gb82-sc,gui,1356,1132,6,30351,f3e1054e0ea76fc43b77e8705eca5d8e6c4dedc9f34231ac3f4f6c50fa63bc39,0.26,0.26,0.31
gb82-sc,gui,1356,1132,7,29415,f3e1054e0ea76fc43b77e8705eca5d8e6c4dedc9f34231ac3f4f6c50fa63bc39,0.29,0.28,0.35
gb82-sc,gui,1356,1132,8,27867,f3e1054e0ea76fc43b77e8705eca5d8e6c4dedc9f34231ac3f4f6c50fa63bc39,0.41,0.58,0.21
gb82-sc,gui,1356,1132,9,27476,f3e1054e0ea76fc43b77e8705eca5d8e6c4dedc9f34231ac3f4f6c50fa63bc39,1.01,1.11,0.44
gb82-sc,imac_dar,2940,1912,5,665921,98b03269f169062bbc67b943df573f4747a4a7aac22dc5faaa47dd6407eabbbb,0.19,1.23,0.85
gb82-sc,imac_dar,2940,1912,6,643862,98b03269f169062bbc67b943df573f4747a4a7aac22dc5faaa47dd6407eabbbb,0.20,1.40,0.79
gb82-sc,imac_dar,2940,1912,7,613811,98b03269f169062bbc67b943df573f4747a4a7aac22dc5faaa47dd6407eabbbb,0.22,1.64,0.79
gb82-sc,imac_dar,2940,1912,8,586330,98b03269f169062bbc67b943df573f4747a4a7aac22dc5faaa47dd6407eabbbb,0.46,3.54,0.86
gb82-sc,imac_dar,2940,1912,9,575362,98b03269f169062bbc67b943df573f4747a4a7aac22dc5faaa47dd6407eabbbb,0.74,6.86,0.78
gb82-sc,imac_g3,2940,1912,5,504602,aac0f4b4f00a4d37bb33975dcd001de5b2a135a1bff3a235f3f30b93864c7a3c,0.22,1.26,0.99
gb82-sc,imac_g3,2940,1912,6,492078,aac0f4b4f00a4d37bb33975dcd001de5b2a135a1bff3a235f3f30b93864c7a3c,0.24,1.44,0.85
gb82-sc,imac_g3,2940,1912,7,468551,aac0f4b4f00a4d37bb33975dcd001de5b2a135a1bff3a235f3f30b93864c7a3c,0.32,1.77,0.57
gb82-sc,imac_g3,2940,1912,8,446238,aac0f4b4f00a4d37bb33975dcd001de5b2a135a1bff3a235f3f30b93864c7a3c,0.59,3.29,0.81
gb82-sc,imac_g3,2940,1912,9,437858,aac0f4b4f00a4d37bb33975dcd001de5b2a135a1bff3a235f3f30b93864c7a3c,0.66,5.94,0.82
gb82-sc,imessage,1206,2622,5,346844,c86b1550222e24525cafa71874808774b8bf1413b360fea83fa4aa54a28f8c26,0.13,0.71,0.49
gb82-sc,imessage,1206,2622,6,323449,c86b1550222e24525cafa71874808774b8bf1413b360fea83fa4aa54a28f8c26,0.15,0.73,0.64
gb82-sc,imessage,1206,2622,7,275803,c86b1550222e24525cafa71874808774b8bf1413b360fea83fa4aa54a28f8c26,0.14,0.82,0.55
gb82-sc,imessage,1206,2622,8,254914,c86b1550222e24525cafa71874808774b8bf1413b360fea83fa4aa54a28f8c26,0.30,2.22,0.57
gb82-sc,imessage,1206,2622,9,249088,c86b1550222e24525cafa71874808774b8bf1413b360fea83fa4aa54a28f8c26,0.41,4.12,0.57
gb82-sc,terminal,1646,1062,5,37973,3f5bc5fda5ed9b6a21b3b967acc16afb3b10a5f17a385009967bccf0e85b8f60,0.27,0.37,0.33
gb82-sc,terminal,1646,1062,6,37043,3f5bc5fda5ed9b6a21b3b967acc16afb3b10a5f17a385009967bccf0e85b8f60,0.30,0.50,0.28
gb82-sc,terminal,1646,1062,7,35889,3f5bc5fda5ed9b6a21b3b967acc16afb3b10a5f17a385009967bccf0e85b8f60,0.34,0.45,0.38
gb82-sc,terminal,1646,1062,8,34365,3f5bc5fda5ed9b6a21b3b967acc16afb3b10a5f17a385009967bccf0e85b8f60,0.52,0.80,0.35
gb82-sc,terminal,1646,1062,9,32736,3f5bc5fda5ed9b6a21b3b967acc16afb3b10a5f17a385009967bccf0e85b8f60,1.57,1.89,0.51
gb82-sc,windows9,640,480,5,12469,8249f73cf0722072f603599a230384c63ba6cc552300da545ec65923a98f6479,0.08,0.06,0.04
gb82-sc,windows9,640,480,6,11661,8249f73cf0722072f603599a230384c63ba6cc552300da545ec65923a98f6479,0.07,0.06,0.04
gb82-sc,windows9,640,480,7,11175,8249f73cf0722072f603599a230384c63ba6cc552300da545ec65923a98f6479,0.09,0.07,0.05
gb82-sc,windows9,640,480,8,10549,8249f73cf0722072f603599a230384c63ba6cc552300da545ec65923a98f6479,0.14,0.14,0.04
gb82-sc,windows9,640,480,9,10426,8249f73cf0722072f603599a230384c63ba6cc552300da545ec65923a98f6479,0.22,0.23,0.04
gb82-sc,windows,2560,1392,5,390933,0bbcbc63557337cbea3555ca713ba946ffa9f4ccd96e4fce89c6ccd0598ef5bd,0.14,0.86,0.51
gb82-sc,windows,2560,1392,6,371637,0bbcbc63557337cbea3555ca713ba946ffa9f4ccd96e4fce89c6ccd0598ef5bd,0.15,0.75,0.66
gb82-sc,windows,2560,1392,7,357788,0bbcbc63557337cbea3555ca713ba946ffa9f4ccd96e4fce89c6ccd0598ef5bd,0.18,1.09,0.52
gb82-sc,windows,2560,1392,8,344141,0bbcbc63557337cbea3555ca713ba946ffa9f4ccd96e4fce89c6ccd0598ef5bd,0.28,2.15,0.58
gb82-sc,windows,2560,1392,9,334681,0bbcbc63557337cbea3555ca713ba946ffa9f4ccd96e4fce89c6ccd0598ef5bd,0.42,3.82,0.87
frymire,frymire-,1118,1105,5,313557,01db4e840dd1d11806c1a30f977ab0c55bd7668c4dd615c4e1885ed8fb177f25,0.29,0.41,0.18
frymire,frymire-,1118,1105,6,306983,01db4e840dd1d11806c1a30f977ab0c55bd7668c4dd615c4e1885ed8fb177f25,0.34,0.36,0.30
frymire,frymire-,1118,1105,7,273227,01db4e840dd1d11806c1a30f977ab0c55bd7668c4dd615c4e1885ed8fb177f25,0.44,0.51,0.26
frymire,frymire-,1118,1105,8,255399,01db4e840dd1d11806c1a30f977ab0c55bd7668c4dd615c4e1885ed8fb177f25,1.01,1.15,0.23
frymire,frymire-,1118,1105,9,249772,01db4e840dd1d11806c1a30f977ab0c55bd7668c4dd615c4e1885ed8fb177f25,1.93,2.17,0.24
